	AIDS	cancer	cardiac hypertrophy	gastric cancer	glioma	non-small cell lung cancer	barretts Esophagus	esophageal adenocarcinoma	lung cancer	nasopharyngeal carcinoma	dilated cardiomyopathy	HCV	human spinocerebellar ataxia type 8	Spinocerebellar ataxia type 8	Alzheimers disease	Inclusion body myositis	melanoma	colorectal cancer	papillary thyroid carcinoma	osteosarcoma	breast cancer	aging	cervical cancer	oesophagus cancer	ovarian cancer	parotid cancer	tongue cancer	depression	Huntingtons disease	psychiatric disease	schizophrenia	testicular cancer	blepharophimosis syndrome	prostat	endometrial cancer	carcinoma	colon cancer	gallbladder cancer	esophageal squamous cell carcinoma	acute myeloid leukemia	abdominal aortic aneurysm	acute lymphoblastic leukemia	aortic aneurysm	atherosclerosis	basal cell carcinoma	Cardiovascular disease	coronary artery disease	coronary disease	coronary heart disease	Diabetes	endometriosis	Esophageal squamous cell cancer	familial and sporadic intracranial aneurysms	Glaucoma	hereditary cutaneous malignant melanoma	intracranial aneurism	ischemic stroke	leukemia	myocardial infarction	neural system tumors syndrome	Neurofibromatosis type 1	periodontitis	peripheral artery disease	Plexiform neurofibroma	Stroke	tumor	type 2 diabetes	cat eye syndrome	adolescent idiopathic scoliosis	bone diseases	postmenopausal osteoporosis	hepatocellular carcinoma	prostate cancer	bipolar disorder	panic disorder	Pancreatic ductal adenocarcinoma	DiGeorge syndrome	velocardiofacial syndrome	affective disorders	Autism spectrum disorder	Major depression	chronic lymphocytic leukemia	lymphocytic leukemia	lymphoma	myeloma	myotonic dystrophy type 1	embryonal carcinoma	oral squamous cell carcinoma	autoimmune disease	B-cell neoplasms	kidney cancer	systemic lupus erythaematosus	bladder cancer	lung adenocarcinoma	multiple myeloma	pancreatic cancer	renal cell carcinoma	pseudohypoparathyroidism type Ib	adrenocortical carcinomas	Beckwith-Wiedemann syndrome	biparental complete hydatidiform moles	choricarcinoma	chronic myeloproliferative disorders	Congenital hyperinsulinism	germ cell tumor	gestational choriocarcinoma	gestational trophoblastic diseases	glioblastoma	growth restriction	hematopoiesis	hepatocelluar carcinoma	hyperhomocysteinemia	infertility	liver cancer	Mareks disease	Medulloblastoma	Meningioma	Mullerian aplasia	myeloproliferative polycythaemia vera	neural tube defects	neuroblastoma	obesity	pheochromocytoma	Pituitary adenoma	Prader-Willi syndrome	pre-eclampsia	Silver-Russell syndrome	trophoblastic tumor	Wiedemann-Beckwith syndrome	Wilms tumor	chronic myeloid leukemia	esophageal cancer	renal cancer	adenocarcinoma	oesophageal adenocarcinoma	epithelial ovarian cancer	gastrointestinal cancer	laryngeal squamous cell carcinoma	oesophageal squamous cell carcinoma	pancreas cancer	rheumatoid arthritis	small cell lung cancer	non-functioning pituitary adenoma	serous ovarian cancer	transient neonatal diabetes mellitus	multiple sclerosis	type 1 diabetes	narcolepsy	decreased myogenesis	uterus cancer	renal cell carcinoma (RCC)	diabetes mellitus	clear cell renal cell carcinoma	heroin abuse	myelodysplastic syndrome	nonfunctioning pituitary adenomas	drug abuse	myopia	diffuse large B-cell lymphoma	Burkitts lymphoma	squamous-cell lung carcinomas	Downs syndrome	glucose metabolism disorder	Parkinsons disease	psoriasis	Burkitts lymphomas	cleft lip	diabetic nephropathy	Hodgkins lymphoma	murine plasmacytomas	rhabdomyosarcoma	Spinocerebellar ataxia type 7	cardiomyopathy	Human Dilated Cardiomyopathy	dyskeratosis congenita	squamous carcinoma	tongue squamous cell carcinomas	Klinefelters syndrome
laryngeal squamous cell carcinoma	0.026217688	0.479833079	0.041172339	0.304051121	0.193613418	0.302808285	0.054521373	0.193613418	0.475531084	0.23822486	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.193613418	0.193613418	0.193613418	0.304051121	0.041172339	0.23822486	0.304051121	0.23822486	0.193613418	0.23822486	0.054521373	0.041172339	0.07496322	0.054521373	0.23822486	0.026217688	0.054521373	0.193613418	0.243677156	0.163074998	0.23822486	0.193613418	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.193613418	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.193613418	0.23822486	0.054521373	0.054521373	0.163074998	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.23822486	0.041172339	0.142026452	0.304051121	0.054521373	0.23822486	0.255046685	0.163074998	0.304051121	0.193613418	0.054521373	0.193613418	0.107359913	0.117177012	0.193613418	0.163074998	0.041172339	0.243677156	0.163074998	0.117177012	0.117177012	0.063671527	0.07496322	0.193613418	0.054521373	0.07496322	0.304051121	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.193613418	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.23822486	0.163074998	0.304051121	0.304051121	0.184015148	0.193613418	0.193613418	0.304051121	1	0.193613418	0.23822486	0.026217688	0.302808285	0.078342404	0.12745019	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.23822486	0.193613418	0.041172339	0.163074998	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.255046685	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.193613418	0.07496322
oesophageal squamous cell carcinoma	0.026217688	0.479833079	0.041172339	0.475531084	0.193613418	0.193613418	0.054521373	0.681647619	0.304051121	0.372579866	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.302808285	0.193613418	0.193613418	0.304051121	0.041172339	0.23822486	0.720502458	0.23822486	0.302808285	0.372579866	0.054521373	0.041172339	0.07496322	0.054521373	0.23822486	0.026217688	0.054521373	0.193613418	0.243677156	0.255046685	0.372579866	1	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	1	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.302808285	0.23822486	0.054521373	0.054521373	0.163074998	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.372579866	0.041172339	0.142026452	0.304051121	0.054521373	0.23822486	0.163074998	0.163074998	0.304051121	0.193613418	0.054521373	0.193613418	0.107359913	0.117177012	0.193613418	0.163074998	0.041172339	0.243677156	0.163074998	0.117177012	0.117177012	0.063671527	0.07496322	0.302808285	0.054521373	0.07496322	0.475531084	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.193613418	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.23822486	0.163074998	0.720502458	0.304051121	0.184015148	0.681647619	0.193613418	0.475531084	0.193613418	1	0.23822486	0.026217688	0.193613418	0.078342404	0.12745019	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.23822486	0.193613418	0.041172339	0.163074998	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.163074998	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.302808285	0.07496322
pancreas cancer	0.032258637	0.517415251	0.047619921	0.351665478	0.23822486	0.23822486	0.061343273	0.23822486	0.351665478	0.284037401	0.03846223	0.082379097	0.03846223	0.03846223	0.03846223	0.115768709	0.274166874	0.23822486	0.372579866	0.23822486	0.351665478	0.047619921	0.284037401	0.351665478	0.284037401	0.23822486	0.284037401	0.061343273	0.047619921	0.082379097	0.061343273	0.284037401	0.032258637	0.061343273	0.23822486	0.274166874	0.206873557	0.284037401	0.23822486	0.206873557	0.032258637	0.18526914	0.03846223	0.032258637	0.23822486	0.115768709	0.047619921	0.047619921	0.047619921	0.047619921	0.061343273	0.23822486	0.028013277	0.028013277	0.23822486	0.028013277	0.047619921	0.284037401	0.03846223	0.453010236	0.047619921	0.03846223	0.047619921	0.206873557	0.047619921	0.517415251	0.03846223	0.047619921	0.032258637	0.061343273	0.032258637	0.23822486	0.284037401	0.061343273	0.061343273	0.7283321	0.047619921	0.082379097	0.061343273	0.061343273	0.061343273	0.206873557	0.23822486	0.284037401	0.23822486	0.028013277	0.17190262	0.284037401	0.047619921	0.18526914	0.351665478	0.061343273	0.284037401	0.206873557	0.206873557	0.833333028	0.23822486	0.061343273	0.372579866	0.115768709	0.144176356	0.23822486	0.206873557	0.047619921	0.274166874	0.206873557	0.144176356	0.144176356	0.078342404	0.082379097	0.23822486	0.061343273	0.082379097	0.351665478	0.284037401	0.206873557	0.284037401	0.03846223	0.03846223	0.17181763	0.23822486	0.047619921	0.372579866	0.115648379	0.082379097	0.03846223	0.082379097	0.17190262	0.061343273	0.284037401	0.206873557	0.351665478	0.351665478	0.21283189	0.23822486	0.23822486	0.351665478	0.23822486	0.23822486	1	0.032258637	0.23822486	0.093408273	0.170310041	0.032258637	0.03846223	0.03846223	0.082379097	0.082379097	0.284037401	0.23822486	0.047619921	0.206873557	0.03846223	0.23822486	0.093408273	0.061343273	0.032258637	0.18526914	0.170310041	0.206873557	0.082379097	0.061343273	0.03846223	0.061343273	0.170310041	0.082379097	0.061343273	0.23822486	0.15991791	0.23822486	0.03846223	0.061343273	0.03846223	0.061343273	0.21283189	0.23822486	0.082379097
rheumatoid arthritis	0.026217688	0.107359913	0.041172339	0.041172339	0.026217688	0.026217688	0.132409048	0.026217688	0.041172339	0.032258637	0.078342404	0.07496322	0.078342404	0.078342404	0.078342404	0.107359913	0.054521373	0.026217688	0.026217688	0.026217688	0.041172339	0.041172339	0.032258637	0.041172339	0.032258637	0.026217688	0.032258637	0.054521373	0.041172339	0.07496322	0.054521373	0.032258637	0.063671527	0.132409048	0.026217688	0.054521373	0.022082402	0.032258637	0.026217688	0.022082402	0.063671527	0.019232165	0.078342404	0.063671527	0.026217688	0.260731217	0.099989966	0.099989966	0.099989966	0.041172339	0.132409048	0.026217688	0.053628691	0.053628691	0.026217688	0.053628691	0.099989966	0.032258637	0.078342404	0.054521373	0.041172339	0.078342404	0.099989966	0.022082402	0.099989966	0.107359913	0.032258637	0.099989966	0.302808285	0.629709368	0.302808285	0.026217688	0.032258637	0.054521373	0.054521373	0.022082402	0.099989966	0.07496322	0.054521373	0.054521373	0.054521373	0.022082402	0.026217688	0.032258637	0.026217688	0.098694817	0.032258637	0.032258637	0.099989966	0.019232165	0.041172339	0.402631596	0.032258637	0.022082402	0.022082402	0.041172339	0.026217688	0.054521373	0.026217688	0.107359913	0.026217688	0.026217688	0.022082402	0.099989966	0.054521373	0.022082402	0.026217688	0.026217688	0.026217688	0.182053534	0.026217688	0.054521373	0.182053534	0.041172339	0.032258637	0.022082402	0.032258637	0.078342404	0.078342404	0.161604275	0.026217688	0.041172339	0.026217688	0.041172339	0.07496322	0.078342404	0.07496322	0.032258637	0.054521373	0.032258637	0.022082402	0.041172339	0.041172339	0.041172339	0.026217688	0.026217688	0.041172339	0.026217688	0.026217688	0.032258637	1	0.026217688	0.032258637	0.017258356	0.026217688	0.078342404	0.032258637	0.07496322	0.335039696	0.032258637	0.026217688	0.041172339	0.022082402	0.032258637	0.026217688	0.032258637	0.054521373	0.063671527	0.019232165	0.017258356	0.022082402	0.07496322	0.054521373	0.078342404	0.132409048	0.017258356	0.07496322	0.132409048	0.026217688	0.015887011	0.026217688	0.078342404	0.132409048	0.078342404	0.132409048	0.041172339	0.026217688	0.07496322
small cell lung cancer	0.026217688	0.479833079	0.041172339	0.304051121	0.193613418	0.681647619	0.054521373	0.193613418	0.720502458	0.23822486	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.243677156	0.193613418	0.193613418	0.193613418	0.304051121	0.041172339	0.23822486	0.304051121	0.23822486	0.193613418	0.23822486	0.054521373	0.041172339	0.07496322	0.054521373	0.23822486	0.026217688	0.054521373	0.193613418	0.243677156	0.163074998	0.23822486	0.193613418	0.163074998	0.026217688	0.142026452	0.032258637	0.026217688	0.193613418	0.107359913	0.041172339	0.041172339	0.041172339	0.041172339	0.054521373	0.193613418	0.022082402	0.022082402	0.193613418	0.022082402	0.041172339	0.23822486	0.032258637	0.402631596	0.041172339	0.032258637	0.041172339	0.163074998	0.041172339	0.479833079	0.032258637	0.041172339	0.026217688	0.054521373	0.026217688	0.193613418	0.23822486	0.054521373	0.054521373	0.163074998	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.163074998	0.193613418	0.23822486	0.193613418	0.022082402	0.144176356	0.23822486	0.041172339	0.142026452	0.304051121	0.054521373	0.23822486	0.57413213	0.163074998	0.304051121	0.193613418	0.054521373	0.193613418	0.107359913	0.117177012	0.193613418	0.163074998	0.041172339	0.243677156	0.163074998	0.117177012	0.117177012	0.063671527	0.07496322	0.193613418	0.054521373	0.07496322	0.304051121	0.23822486	0.163074998	0.23822486	0.032258637	0.032258637	0.161604275	0.193613418	0.041172339	0.193613418	0.099989966	0.07496322	0.032258637	0.07496322	0.144176356	0.054521373	0.23822486	0.163074998	0.304051121	0.304051121	0.184015148	0.193613418	0.193613418	0.304051121	0.302808285	0.193613418	0.23822486	0.026217688	1	0.078342404	0.12745019	0.026217688	0.032258637	0.032258637	0.07496322	0.07496322	0.23822486	0.193613418	0.041172339	0.163074998	0.032258637	0.193613418	0.078342404	0.054521373	0.026217688	0.142026452	0.12745019	0.57413213	0.07496322	0.054521373	0.032258637	0.054521373	0.12745019	0.07496322	0.054521373	0.193613418	0.117323027	0.193613418	0.032258637	0.054521373	0.032258637	0.054521373	0.184015148	0.193613418	0.07496322
non-functioning pituitary adenoma	0.032258637	0.281152579	0.047619921	0.115648379	0.078342404	0.078342404	0.061343273	0.078342404	0.115648379	0.093408273	0.03846223	0.082379097	0.03846223	0.03846223	0.03846223	0.115768709	0.14897652	0.078342404	0.078342404	0.078342404	0.115648379	0.047619921	0.093408273	0.115648379	0.093408273	0.078342404	0.093408273	0.061343273	0.047619921	0.082379097	0.061343273	0.093408273	0.032258637	0.061343273	0.078342404	0.14897652	0.068032244	0.093408273	0.078342404	0.068032244	0.032258637	0.060927435	0.03846223	0.032258637	0.078342404	0.115768709	0.047619921	0.047619921	0.047619921	0.047619921	0.061343273	0.078342404	0.028013277	0.028013277	0.078342404	0.028013277	0.047619921	0.093408273	0.03846223	0.14897652	0.047619921	0.03846223	0.047619921	0.068032244	0.047619921	0.281152579	0.03846223	0.047619921	0.032258637	0.061343273	0.032258637	0.078342404	0.093408273	0.061343273	0.061343273	0.068032244	0.047619921	0.082379097	0.061343273	0.061343273	0.061343273	0.068032244	0.078342404	0.093408273	0.078342404	0.028013277	0.093408273	0.093408273	0.047619921	0.060927435	0.115648379	0.061343273	0.093408273	0.068032244	0.068032244	0.115648379	0.078342404	0.061343273	0.078342404	0.115768709	0.078342404	0.078342404	0.068032244	0.047619921	0.14897652	0.068032244	0.078342404	0.078342404	0.564515588	0.082379097	0.078342404	0.061343273	0.082379097	0.115648379	0.093408273	0.068032244	0.093408273	0.03846223	0.03846223	0.17181763	0.078342404	0.047619921	0.078342404	0.833333028	0.082379097	0.03846223	0.082379097	0.093408273	0.061343273	0.093408273	0.068032244	0.115648379	0.115648379	0.115648379	0.078342404	0.078342404	0.115648379	0.078342404	0.078342404	0.093408273	0.032258637	0.078342404	1	0.056008	0.032258637	0.03846223	0.03846223	0.082379097	0.082379097	0.093408273	0.078342404	0.047619921	0.068032244	0.03846223	0.078342404	1	0.061343273	0.032258637	0.060927435	0.056008	0.068032244	0.082379097	0.061343273	0.03846223	0.061343273	0.056008	0.082379097	0.061343273	0.078342404	0.052590454	0.078342404	0.03846223	0.061343273	0.03846223	0.061343273	0.115648379	0.078342404	0.082379097
serous ovarian cancer	0.017258356	0.424421816	0.031620295	0.233510809	0.12745019	0.12745019	0.044424556	0.12745019	0.233510809	0.170310041	0.023062118	0.064003532	0.023062118	0.023062118	0.023062118	0.094961959	0.198550565	0.12745019	0.12745019	0.12745019	0.233510809	0.031620295	0.403579513	0.233510809	0.59960428	0.12745019	0.170310041	0.044424556	0.031620295	0.064003532	0.044424556	0.266362177	0.017258356	0.044424556	0.302015577	0.198550565	0.098097872	0.170310041	0.12745019	0.098097872	0.017258356	0.077860721	0.023062118	0.017258356	0.12745019	0.094961959	0.031620295	0.031620295	0.031620295	0.031620295	0.044424556	0.12745019	0.013283683	0.013283683	0.12745019	0.013283683	0.031620295	0.170310041	0.023062118	0.328068219	0.031620295	0.023062118	0.031620295	0.098097872	0.031620295	0.424421816	0.023062118	0.031620295	0.017258356	0.044424556	0.017258356	0.12745019	0.266362177	0.044424556	0.044424556	0.098097872	0.031620295	0.064003532	0.044424556	0.044424556	0.044424556	0.098097872	0.12745019	0.170310041	0.12745019	0.013283683	0.103073547	0.170310041	0.031620295	0.077860721	0.233510809	0.044424556	0.170310041	0.098097872	0.098097872	0.233510809	0.12745019	0.044424556	0.12745019	0.094961959	0.077134284	0.302015577	0.098097872	0.031620295	0.198550565	0.232460113	0.077134284	0.077134284	0.04191315	0.064003532	0.12745019	0.044424556	0.064003532	0.233510809	0.170310041	0.098097872	0.170310041	0.023062118	0.023062118	0.14660471	0.12745019	0.031620295	0.12745019	0.076792145	0.064003532	0.023062118	0.064003532	0.103073547	0.044424556	0.170310041	0.098097872	0.233510809	0.233510809	0.14132336	0.12745019	0.65827147	0.233510809	0.12745019	0.12745019	0.170310041	0.017258356	0.12745019	0.056008	1	0.017258356	0.023062118	0.023062118	0.064003532	0.064003532	0.403579513	0.12745019	0.031620295	0.098097872	0.023062118	0.12745019	0.056008	0.044424556	0.017258356	0.077860721	0.063843426	0.098097872	0.064003532	0.044424556	0.023062118	0.044424556	0.063843426	0.064003532	0.044424556	0.12745019	0.054103205	0.12745019	0.023062118	0.044424556	0.023062118	0.044424556	0.14132336	0.12745019	0.064003532
transient neonatal diabetes mellitus	0.026217688	0.107359913	0.041172339	0.041172339	0.026217688	0.026217688	0.054521373	0.026217688	0.041172339	0.032258637	0.032258637	0.07496322	0.032258637	0.032258637	0.032258637	0.107359913	0.054521373	0.026217688	0.026217688	0.026217688	0.041172339	0.041172339	0.032258637	0.041172339	0.032258637	0.026217688	0.032258637	0.054521373	0.041172339	0.07496322	0.054521373	0.032258637	0.026217688	0.054521373	0.026217688	0.054521373	0.022082402	0.032258637	0.026217688	0.022082402	0.026217688	0.019232165	0.032258637	0.026217688	0.026217688	0.107359913	0.041172339	0.041172339	0.041172339	0.720502458	0.054521373	0.026217688	0.022082402	0.022082402	0.026217688	0.022082402	0.041172339	0.032258637	0.032258637	0.054521373	0.041172339	0.032258637	0.041172339	0.022082402	0.041172339	0.107359913	0.564515588	0.041172339	0.026217688	0.054521373	0.026217688	0.026217688	0.032258637	0.054521373	0.054521373	0.022082402	0.041172339	0.07496322	0.054521373	0.054521373	0.054521373	0.022082402	0.026217688	0.032258637	0.026217688	0.022082402	0.032258637	0.032258637	0.041172339	0.019232165	0.041172339	0.054521373	0.032258637	0.022082402	0.022082402	0.041172339	0.026217688	0.132409048	0.026217688	0.107359913	0.026217688	0.026217688	0.022082402	0.041172339	0.054521373	0.022082402	0.026217688	0.026217688	0.026217688	0.07496322	0.026217688	0.132409048	0.07496322	0.041172339	0.032258637	0.022082402	0.032258637	0.032258637	0.032258637	0.161604275	0.026217688	0.184015148	0.026217688	0.041172339	0.07496322	0.032258637	0.07496322	0.032258637	0.054521373	0.032258637	0.022082402	0.041172339	0.041172339	0.041172339	0.026217688	0.026217688	0.041172339	0.026217688	0.026217688	0.032258637	0.026217688	0.026217688	0.032258637	0.017258356	1	0.032258637	0.564515588	0.07496322	0.07496322	0.032258637	0.026217688	0.720502458	0.022082402	0.032258637	0.026217688	0.032258637	0.054521373	0.026217688	0.019232165	0.017258356	0.022082402	0.07496322	0.629709368	0.032258637	0.054521373	0.017258356	0.07496322	0.054521373	0.026217688	0.015887011	0.026217688	0.032258637	0.054521373	0.032258637	0.054521373	0.041172339	0.026217688	0.07496322
multiple sclerosis	0.032258637	0.115768709	0.047619921	0.047619921	0.032258637	0.032258637	0.14897652	0.032258637	0.047619921	0.03846223	0.093408273	0.082379097	0.444229946	0.444229946	0.444229946	0.115768709	0.061343273	0.032258637	0.032258637	0.032258637	0.047619921	0.047619921	0.03846223	0.047619921	0.03846223	0.032258637	0.03846223	0.061343273	0.047619921	0.082379097	0.061343273	0.03846223	0.144176356	0.14897652	0.032258637	0.061343273	0.028013277	0.03846223	0.032258637	0.028013277	0.078342404	0.025087767	0.093408273	0.078342404	0.032258637	0.281152579	0.115648379	0.115648379	0.115648379	0.047619921	0.14897652	0.032258637	0.068032244	0.125202196	0.032258637	0.068032244	0.115648379	0.03846223	0.093408273	0.061343273	0.047619921	0.093408273	0.115648379	0.028013277	0.115648379	0.115768709	0.03846223	0.21283189	0.078342404	0.14897652	0.078342404	0.032258637	0.03846223	0.061343273	0.061343273	0.028013277	0.115648379	0.082379097	0.061343273	0.061343273	0.061343273	0.028013277	0.032258637	0.03846223	0.032258637	0.068032244	0.03846223	0.03846223	0.115648379	0.025087767	0.047619921	0.14897652	0.03846223	0.028013277	0.028013277	0.047619921	0.032258637	0.061343273	0.032258637	0.115768709	0.032258637	0.032258637	0.028013277	0.115648379	0.061343273	0.028013277	0.032258637	0.032258637	0.032258637	0.200063521	0.032258637	0.061343273	0.200063521	0.047619921	0.03846223	0.028013277	0.03846223	0.093408273	0.093408273	0.17181763	0.032258637	0.047619921	0.032258637	0.047619921	0.082379097	0.093408273	0.082379097	0.03846223	0.061343273	0.03846223	0.028013277	0.047619921	0.047619921	0.047619921	0.032258637	0.032258637	0.047619921	0.032258637	0.032258637	0.03846223	0.078342404	0.032258637	0.03846223	0.023062118	0.032258637	1	0.03846223	0.082379097	0.200063521	0.03846223	0.032258637	0.047619921	0.028013277	0.03846223	0.032258637	0.03846223	0.061343273	0.144176356	0.025087767	0.023062118	0.028013277	0.082379097	0.061343273	0.444229946	0.14897652	0.023062118	0.082379097	0.274166874	0.032258637	0.021654893	0.032258637	0.444229946	0.14897652	0.093408273	0.14897652	0.047619921	0.032258637	0.082379097
type 1 diabetes	0.032258637	0.115768709	0.047619921	0.047619921	0.032258637	0.032258637	0.061343273	0.032258637	0.047619921	0.03846223	0.03846223	0.082379097	0.03846223	0.03846223	0.03846223	0.115768709	0.061343273	0.032258637	0.032258637	0.032258637	0.047619921	0.047619921	0.03846223	0.047619921	0.03846223	0.032258637	0.03846223	0.061343273	0.047619921	0.082379097	0.061343273	0.03846223	0.032258637	0.061343273	0.032258637	0.061343273	0.028013277	0.03846223	0.032258637	0.028013277	0.032258637	0.025087767	0.03846223	0.032258637	0.032258637	0.115768709	0.047619921	0.047619921	0.047619921	0.833333028	0.061343273	0.032258637	0.028013277	0.028013277	0.032258637	0.028013277	0.047619921	0.03846223	0.03846223	0.061343273	0.047619921	0.03846223	0.047619921	0.028013277	0.047619921	0.115768709	0.673076439	0.047619921	0.032258637	0.061343273	0.032258637	0.032258637	0.03846223	0.061343273	0.061343273	0.028013277	0.047619921	0.082379097	0.061343273	0.061343273	0.061343273	0.028013277	0.032258637	0.03846223	0.032258637	0.028013277	0.03846223	0.03846223	0.047619921	0.025087767	0.047619921	0.061343273	0.03846223	0.028013277	0.028013277	0.047619921	0.032258637	0.14897652	0.032258637	0.115768709	0.032258637	0.032258637	0.028013277	0.047619921	0.061343273	0.028013277	0.032258637	0.032258637	0.032258637	0.082379097	0.032258637	0.14897652	0.082379097	0.047619921	0.03846223	0.028013277	0.03846223	0.03846223	0.03846223	0.17181763	0.032258637	0.21283189	0.032258637	0.047619921	0.082379097	0.03846223	0.082379097	0.03846223	0.061343273	0.03846223	0.028013277	0.047619921	0.047619921	0.047619921	0.032258637	0.032258637	0.047619921	0.032258637	0.032258637	0.03846223	0.032258637	0.032258637	0.03846223	0.023062118	0.564515588	0.03846223	1	0.082379097	0.082379097	0.03846223	0.032258637	0.833333028	0.028013277	0.03846223	0.032258637	0.03846223	0.061343273	0.032258637	0.025087767	0.023062118	0.028013277	0.082379097	0.708500752	0.03846223	0.061343273	0.023062118	0.082379097	0.061343273	0.032258637	0.021654893	0.032258637	0.03846223	0.061343273	0.03846223	0.061343273	0.047619921	0.032258637	0.082379097
narcolepsy	0.182053534	0.176370951	0.093360272	0.093360272	0.07496322	0.07496322	0.109892388	0.07496322	0.093360272	0.082379097	0.082379097	0.135412554	0.082379097	0.082379097	0.082379097	0.176370951	0.109892388	0.07496322	0.07496322	0.07496322	0.093360272	0.093360272	0.082379097	0.093360272	0.082379097	0.07496322	0.082379097	0.266881514	0.093360272	0.32885906	0.266881514	0.082379097	0.07496322	0.109892388	0.07496322	0.109892388	0.069898901	0.082379097	0.07496322	0.069898901	0.07496322	0.066414066	0.082379097	0.07496322	0.07496322	0.176370951	0.093360272	0.093360272	0.093360272	0.093360272	0.109892388	0.07496322	0.069898901	0.069898901	0.07496322	0.069898901	0.093360272	0.082379097	0.082379097	0.109892388	0.093360272	0.082379097	0.093360272	0.069898901	0.093360272	0.176370951	0.082379097	0.093360272	0.07496322	0.109892388	0.07496322	0.07496322	0.082379097	0.266881514	0.266881514	0.069898901	0.093360272	0.135412554	0.266881514	0.266881514	0.266881514	0.069898901	0.07496322	0.082379097	0.07496322	0.069898901	0.082379097	0.082379097	0.093360272	0.066414066	0.093360272	0.109892388	0.082379097	0.069898901	0.069898901	0.093360272	0.07496322	0.109892388	0.07496322	0.176370951	0.07496322	0.07496322	0.069898901	0.093360272	0.109892388	0.069898901	0.07496322	0.07496322	0.07496322	0.135412554	0.07496322	0.109892388	0.135412554	0.093360272	0.082379097	0.069898901	0.082379097	0.082379097	0.082379097	0.246397354	0.07496322	0.093360272	0.07496322	0.093360272	0.135412554	0.082379097	0.135412554	0.082379097	0.109892388	0.082379097	0.069898901	0.093360272	0.093360272	0.093360272	0.07496322	0.07496322	0.093360272	0.07496322	0.07496322	0.082379097	0.07496322	0.07496322	0.082379097	0.064003532	0.07496322	0.082379097	0.082379097	1	0.135412554	0.082379097	0.07496322	0.093360272	0.069898901	0.200063521	0.07496322	0.082379097	0.266881514	0.07496322	0.066414066	0.064003532	0.069898901	0.135412554	0.109892388	0.082379097	0.109892388	0.064003532	0.135412554	0.109892388	0.07496322	0.062330081	0.07496322	0.082379097	0.109892388	0.082379097	0.109892388	0.093360272	0.07496322	0.135412554
