	7SK	ADAMTS9-AS2	AFAP1-AS1	ATP6V1G2-DDX39B	ATXN8OS	BACE1-AS	BANCR	BC040587	BCAR4	BCYRN1	BDNF-AS	BOK-AS1	BPESC1	C1QTNF9B-AS1	CASC2	CBR3-AS1	CCAT1	CCAT2	CCDC26	CDKN2B-AS1	CECR3	CECR9	CHL1-AS2	CRNDE	DANCR	DAOA-AS1	DAPK1	DGCR5	DISC2	DLEU1	DLEU2	DLX6-AS1	DMPK	DNM3OS	DSCAM-AS1	EPB41L4A-AS1	ESRG	FOXCUT	GAS5	GHET1	GNAS-AS1	H19	HAR1A	HAR1B	HCP5	HIF1A-AS1	HIF1A-AS2	HNF1A-AS1	HOTAIR	HOTTIP	HULC	HYMAI	IFNG-AS1	IGF2-AS	KCNQ1DN	KCNQ1OT1	LINC00032	LINC00152	LINC00162	LINC00261	LINC00271	LSINCT5	MALAT1	MAP3K14	MEG3	MESTIT1	MIAT	MINA	MIR100HG	MIR155HG	MIR17HG	MIR31HG	MKRN3-AS1	MNX1-AS1	MYCNOS	NAMA	NEAT1	NPTN-IT1	NRON	PANDAR	PCA3	PCAT1	PCGEM1	PDZRN3-AS1	PINK1-AS	PISRT1	PPP3CB	PRINS	PSORS1C3	PTENP1	PVT1	RMST	RPL34-AS1	RRP1B	SCAANT1	SNHG11	SNHG16	SNHG3	SNHG4	SNHG5	SOX2-OT	SPRY4-IT1	SRA1	TCL6	TDRG1	TERC	TRAF3IP2-AS1	TUG1	TUSC7	UCA1	WRAP53	WT1-AS	XIST	ZFAS1	ZFAT-AS1
GAS5	0.042647059	0.805882353	0.657352941	0.501470588	0.307352941	0.266176471	0.125735294	0.501470588	0.489705882	0.091176471	0.080882353	0.141911765	0.501470588	0.283088235	0.319117647	0.351470588	0.070588235	0.501470588	0.223529412	0.728676471	0.448529412	0.501470588	0.416176471	0.099264706	0.008823529	0.501470588	0.497058824	0.135294118	0.258823529	0.149264706	0.585294118	0.311764706	0.205147059	0.695588235	0.395588235	0.95	0.038970588	0.126470588	1	0.291911765	0.336764706	0.011764706	0.394117647	0.155147059	0.504411765	0.000735294	0.041911765	0.208823529	0.507352941	0.553676471	0.385294118	0.501470588	0.342647059	0.367647059	0.195588235	0.277205882	0.370588235	0.446323529	0.314705882	0.208823529	0.259558824	0.554411765	0.166176471	0.475735294	0.430147059	0.45	0.465441176	0.330882353	0.597058824	0.489705882	0.011029412	0.197794118	0.336029412	0.448529412	0.165441176	0.175	0.361764706	0.231617647	0.213970588	0.289705882	0.155147059	0.519117647	0.594852941	0.189705882	0.025735294	0.501470588	0.1	0.241911765	0.301470588	0.369117647	0.856617647	0.315441176	0.191911765	0.661764706	0.114705882	0.356617647	0.283088235	0.591176471	0.428676471	0.680882353	0.421323529	0.359558824	0.181617647	0.422794118	0.255147059	0.501470588	0.590441176	0.677941176	0.274264706	0.315441176	0.486764706	0.525735294	0.2	0.844117647	0.501470588
GHET1	0.209558824	0.302205882	0.693382353	0.513970588	0.590441176	0.409558824	0.213235294	0.513970588	0.561029412	0.182352941	0.600735294	0.188970588	0.513970588	0.594852941	0.654411765	0.635294118	0.551470588	0.513970588	0.121323529	0.477941176	0.531617647	0.513970588	0.526470588	0.385294118	0.111029412	0.513970588	0.445588235	0.659558824	0.435294118	0.310294118	0.072058824	0.558088235	0.0125	0.572794118	0.525735294	0.391176471	0.702941176	0.552205882	0.291911765	1	0.649264706	0.111029412	0.098529412	0.242647059	0.069852941	0.413235294	0.054411765	0.357352941	0.611764706	0.247794118	0.128676471	0.513970588	0.154411765	0.403676471	0.603676471	0.915441176	0.472794118	0.077941176	0.253676471	0.233088235	0.665441176	0.677941176	0.508088235	0.131617647	0.619117647	0.676470588	0.388970588	0.067647059	0.356617647	0.321323529	0.500735294	0.597794118	0.430882353	0.531617647	0.797058824	0.438970588	0.472058824	0.616911765	0.280882353	0.561029412	0.493382353	0.541911765	0.566176471	0.469852941	0.294852941	0.513970588	0.169852941	0.219117647	0.580882353	0.192647059	0.186029412	0.468382353	0.835294118	0.205882353	0.234558824	0.557352941	0.264705882	0.272058824	0.561764706	0.008088235	0.7375	0.334558824	0.116911765	0.539705882	0.659558824	0.513970588	0.635294118	0.497794118	0.615441176	0.3125	0.142647059	0.557352941	0.550735294	0.109558824	0.513970588
GNAS-AS1	0.177941176	0.431617647	0.473529412	0.664705882	0.588235294	0.602941176	0.363970588	0.664705882	0.829411765	0.239705882	0.494117647	0.320588235	0.664705882	0.766176471	0.452941176	0.635294118	0.441911765	0.664705882	0.283088235	0.568382353	0.729411765	0.664705882	0.402941176	0.419117647	0.244852941	0.664705882	0.234558824	0.457352941	0.677205882	0.391911765	0.360294118	0.679411765	0.650735294	0.510294118	0.594117647	0.452941176	0.468382353	0.672794118	0.336764706	0.649264706	1	0.514705882	0.216911765	0.413235294	0.011764706	0.361029412	0.516176471	0.314705882	0.741911765	0.522794118	0.2	0.664705882	0.417647059	0.388235294	0.608823529	0.690441176	0.370588235	0.154411765	0.333088235	0.035294118	0.681617647	0.634558824	0.517647059	0.314705882	0.297058824	0.622058824	0.183823529	0.5125	0.283088235	0.255147059	0.3875	0.433823529	0.278676471	0.729411765	0.619852941	0.438235294	0.3875	0.505147059	0.270588235	0.664705882	0.563970588	0.582352941	0.579411765	0.388235294	0.5625	0.664705882	0.538235294	0.480147059	0.584558824	0.430147059	0.374264706	0.498529412	0.635294118	0.489705882	0.358088235	0.595588235	0.251470588	0.220588235	0.391911765	0.317647059	0.715441176	0.455882353	0.277205882	0.494117647	0.590441176	0.664705882	0.524264706	0.5	0.672794118	0.285294118	0.343382353	0.483823529	0.386029412	0.041176471	0.664705882
H19	0.154411765	0.230147059	0.132352941	0.5	0.258823529	0.432352941	0.172794118	0.5	0.335294118	0.045588235	0.029411765	0.320588235	0.5	0.273529412	0.061764706	0.157352941	0.016911765	0.5	0.106617647	0.063970588	0.494117647	0.5	0.042647059	0.316176471	0.003676471	0.5	0.318382353	0.133823529	0.244852941	0.302205882	0.023529412	0.108823529	0.453676471	0.077941176	0.147058824	0.072058824	0.155147059	0.196323529	0.011764706	0.111029412	0.514705882	1	0.177205882	0.283823529	0.389705882	0.074264706	0.164705882	0.217647059	0.291911765	0.408088235	0.132352941	0.5	0.070588235	0.325	0.270588235	0.025735294	0.097058824	0.157352941	0.015441176	0.126470588	0.202205882	0.2125	0.067647059	0.038235294	0.019117647	0.25	0.508823529	0.553676471	0.061029412	0.374264706	0.069852941	0.192647059	0.0875	0.494117647	0.006617647	0.297058824	0.109558824	0.072794118	0.119117647	0.358823529	0.094852941	0.057352941	0.183823529	0.205882353	0.350735294	0.5	0.397058824	0.418382353	0.061029412	0.252205882	0.034558824	0.357352941	0.132352941	0.158823529	0.113970588	0.073529412	0.65	0.138235294	0.138970588	0.152941176	0.033088235	0.223529412	0.036029412	0.185294118	0.290441176	0.5	0.009558824	0.138235294	0.278676471	0.030882353	0.133088235	0.061764706	0.291911765	0.205882353	0.5
HAR1A	0.543382353	0.238235294	0.521323529	0.513970588	0.602205882	0.205147059	0.266911765	0.513970588	0.431617647	0.030882353	0.100735294	0.056617647	0.513970588	0.022058824	0.283088235	0.235294118	0.3375	0.513970588	0.333088235	0.365441176	0.531617647	0.513970588	0.238970588	0.323529412	0.200735294	0.513970588	0.522058824	0.081617647	0.151470588	0.047794118	0.670588235	0.546323529	0.013970588	0.013970588	0.408088235	0.458088235	0.115441176	0.190441176	0.394117647	0.098529412	0.216911765	0.177205882	1	0.475	0.097794118	0.078676471	0.297794118	0.073529412	0.144852941	0.541176471	0.222794118	0.513970588	0.147058824	0.191176471	0.493382353	0.061764706	0.105147059	0.172058824	0.356617647	0.244852941	0.316176471	0.172794118	0.281617647	0.294852941	0.277941176	0.388235294	0.575735294	0.083823529	0.325	0.217647059	0.303676471	0.355882353	0.440441176	0.531617647	0.038970588	0.318382353	0.095588235	0.099264706	0.583823529	0.290441176	0.336764706	0.061029412	0.182352941	0.159558824	0.227205882	0.513970588	0.384558824	0.032352941	0.022794118	0.333088235	0.464705882	0.436764706	0.219852941	0.447794118	0.105882353	0.379411765	0.205147059	0.191176471	0.131617647	0.556617647	0.425	0.098529412	0.104411765	0.372794118	0.497058824	0.513970588	0.502205882	0.416911765	0.626470588	0.343382353	0.315441176	0.046323529	0.155882353	0.427205882	0.513970588
HAR1B	0.061029412	0.299264706	0.236764706	0.533823529	0.598529412	0.048529412	0.314705882	0.533823529	0.675	0.135294118	0.179411765	0.025	0.533823529	0.216911765	0.006617647	0.152205882	0.199264706	0.533823529	0.608823529	0.188970588	0.622058824	0.533823529	0.027941176	0.091176471	0.157352941	0.533823529	0.168382353	0.472058824	0.564705882	0.410294118	0.427941176	0.580882353	0.026470588	0.202941176	0.486764706	0.075	0.294852941	0.347794118	0.155147059	0.242647059	0.413235294	0.283823529	0.475	1	0.052205882	0.024264706	0.057352941	0.068382353	0.221323529	0.321323529	0.303676471	0.533823529	0.208823529	0.304411765	0.629411765	0.208088235	0.2	0.027205882	0.302941176	0.092647059	0.224264706	0.138235294	0.057352941	0.080882353	0.023529412	0.250735294	0.292647059	0.236029412	0.122794118	0.025735294	0.158088235	0.096323529	0.132352941	0.622058824	0.389705882	0.114705882	0.255147059	0.238970588	0.329411765	0.404411765	0.204411765	0.066911765	0.075735294	0.25	0.144852941	0.533823529	0.164705882	0.113970588	0.034558824	0.192647059	0.023529412	0.122794118	0.433088235	0.124264706	0.342647059	0.286764706	0.481617647	0.171323529	0.055882353	0.048529412	0.376470588	0.029411765	0.338235294	0.345588235	0.472794118	0.533823529	0.152941176	0.038970588	0.699264706	0.199264706	0.000735294	0.138970588	0.150735294	0.197058824	0.533823529
HCP5	0.382352941	0.163970588	0.125	0.510294118	0.245588235	0.363235294	0.009558824	0.510294118	0.380882353	0.036764706	0.260294118	0.233823529	0.510294118	0.169117647	0.219117647	0.047794118	0.063970588	0.510294118	0.510294118	0.060294118	0.351470588	0.510294118	0.022058824	0.080882353	0.029411765	0.510294118	0.382352941	0.233088235	0.369117647	0.316176471	0.428676471	0.002941176	0.223529412	0.201470588	0.227941176	0.336764706	0.270588235	0.045588235	0.504411765	0.069852941	0.011764706	0.389705882	0.097794118	0.052205882	1	0.080882353	0.113235294	0.002941176	0.372058824	0.396323529	0.400735294	0.510294118	0.286764706	0.007352941	0.019117647	0.169117647	0.025	0.773529412	0.145588235	0.119117647	0.220588235	0.308088235	0.233823529	0.385294118	0.157352941	0.048529412	0.360294118	0.005882353	0.001470588	0.615441176	0.103676471	0.230882353	0.042647059	0.351470588	0.191176471	0.077941176	0.111764706	0.026470588	0.003676471	0.333823529	0.172794118	0.316911765	0.381617647	0.052941176	0.080147059	0.510294118	0.517647059	0.0375	0.121323529	0.25	0.411764706	0.182352941	0.019852941	0.274264706	0.047794118	0.041911765	0.045588235	0.414705882	0.213970588	0.280882353	0.133088235	0.386764706	0.210294118	0.307352941	0.060294118	0.510294118	0.091176471	0.294117647	0.104411765	0.045588235	0.454411765	0.200735294	0.155147059	0.680882353	0.510294118
HIF1A-AS1	0.079411765	0.280147059	0.343382353	0.565441176	0.5125	0.219852941	0.588235294	0.565441176	0.4125	0.041911765	0.484558824	0.370588235	0.565441176	0.554411765	0.593382353	0.345588235	0.002941176	0.565441176	0.051470588	0.122794118	0.583088235	0.565441176	0.058823529	0.565441176	0.589705882	0.565441176	0.052205882	0.331617647	0.399264706	0.455147059	0.080147059	0.305147059	0.268382353	0.329411765	0.036029412	0.026470588	0.153676471	0.255882353	0.000735294	0.413235294	0.361029412	0.074264706	0.078676471	0.024264706	0.080882353	1	0.463970588	0.083823529	0.156617647	0.211764706	0.211764706	0.565441176	0.297058824	0.145588235	0.396323529	0.45	0.080147059	0.007352941	0.330882353	0.140441176	0.551470588	0.297058824	0.366911765	0.058088235	0.272058824	0.342647059	0.273529412	0.1625	0.263235294	0.490441176	0.125735294	0.451470588	0.541176471	0.583088235	0.274264706	0.824264706	0.422058824	0.290441176	0.466176471	0.647794118	0.238970588	0.531617647	0.244117647	0.206617647	0.386764706	0.565441176	0.1125	0.229411765	0.672058824	0.022794118	0.066176471	0.5875	0.546323529	0.05	0.214705882	0.370588235	0.094852941	0.382352941	0.180882353	0.225735294	0.348529412	0.291176471	0.114705882	0.275735294	0.388235294	0.565441176	0.445588235	0.465441176	0.545588235	0.363970588	0.347058824	0.486029412	0.586029412	0.009558824	0.565441176
HIF1A-AS2	0.384558824	0.313235294	0.013235294	0.508823529	0.314705882	0.077941176	0.425	0.508823529	0.473529412	0.342647059	0.339705882	0.282352941	0.508823529	0.420588235	0.103676471	0.320588235	0.047794118	0.508823529	0.080882353	0.3	0.397058824	0.508823529	0.025	0.422794118	0.433823529	0.508823529	0.429411765	0.131617647	0.674264706	0.271323529	0.069852941	0.270588235	0.721323529	0.317647059	0.226470588	0.049264706	0.022794118	0.399264706	0.041911765	0.054411765	0.516176471	0.164705882	0.297794118	0.057352941	0.113235294	0.463970588	1	0.046323529	0.130882353	0.347058824	0.102941176	0.508823529	0.5125	0.208088235	0.144117647	0.170588235	0.070588235	0.423529412	0.299264706	0.191176471	0.205882353	0.318382353	0.504411765	0.175735294	0.163235294	0.174264706	0.013970588	0.089705882	0.208088235	0.328676471	0.060294118	0.049264706	0.131617647	0.397058824	0.046323529	0.266176471	0.375	0.374264706	0.000735294	0.391176471	0.161029412	0.467647059	0.240441176	0.132352941	0.347794118	0.508823529	0.063235294	0.199264706	0.478676471	0.011029412	0.0875	0.0625	0.167647059	0.069852941	0.259558824	0.179411765	0.192647059	0.320588235	0.126470588	0.108823529	0.254411765	0.469117647	0.086029412	0.030147059	0.105882353	0.508823529	0.172794118	0.057352941	0.219117647	0.069117647	0.200735294	0.286029412	0.069117647	0.070588235	0.508823529
HNF1A-AS1	0.284558824	0.342647059	0.188235294	0.513235294	0.425	0.107352941	0.330147059	0.513235294	0.536764706	0.247794118	0.377941176	0.060294118	0.513235294	0.255147059	0.419117647	0.209558824	0.616176471	0.513235294	0.409558824	0.430147059	0.483823529	0.513235294	0.428676471	0.075735294	0.071323529	0.513235294	0.238235294	0.522794118	0.306617647	0.294117647	0.108823529	0.123529412	0.011764706	0.582352941	0.277941176	0.195588235	0.693382353	0.333088235	0.208823529	0.357352941	0.314705882	0.217647059	0.073529412	0.068382353	0.002941176	0.083823529	0.046323529	1	0.218382353	0.403676471	0.202205882	0.513235294	0.039705882	0.383088235	0.339705882	0.455147059	0.348529412	0.083823529	0.020588235	0.417647059	0.495588235	0.319117647	0.329411765	0.116911765	0.116176471	0.382352941	0.205147059	0.035294118	0.398529412	0.281617647	0.551470588	0.316176471	0.311764706	0.483823529	0.499264706	0.004411765	0.297794118	0.245588235	0.226470588	0.583823529	0.375	0.5	0.492647059	0.033823529	0.027205882	0.513235294	0.127941176	0.017647059	0.5875	0.269852941	0.007352941	0.322058824	0.394852941	0.145588235	0.159558824	0.344117647	0.245588235	0.296323529	0.425	0.079411765	0.479411765	0.024264706	0.402205882	0.343382353	0.294117647	0.513235294	0.148529412	0.075735294	0.410294118	0.390441176	0.005147059	0.293382353	0.220588235	0.073529412	0.513235294
HOTAIR	0.229411765	0.404411765	0.452205882	0.563970588	0.381617647	0.366911765	0.227205882	0.563970588	0.728676471	0.021323529	0.221323529	0.486029412	0.563970588	0.804411765	0.319117647	0.495588235	0.495588235	0.563970588	0.281617647	0.348529412	0.652205882	0.563970588	0.369852941	0.441176471	0.097794118	0.563970588	0.45	0.402941176	0.441911765	0.436029412	0.420588235	0.486029412	0.129411765	0.555882353	0.481617647	0.547794118	0.2625	0.55	0.507352941	0.611764706	0.741911765	0.291911765	0.144852941	0.221323529	0.372058824	0.156617647	0.130882353	0.218382353	1	0.435294118	0.398529412	0.563970588	0.139705882	0.4875	0.422794118	0.552941176	0.221323529	0.25	0.219852941	0.086029412	0.496323529	0.700735294	0.116911765	0.244117647	0.281617647	0.559558824	0.144852941	0.384558824	0.141176471	0.343382353	0.351470588	0.322058824	0.023529412	0.652205882	0.530147059	0.378676471	0.397058824	0.333088235	0.011029412	0.646323529	0.347058824	0.648529412	0.648529412	0.202205882	0.3125	0.563970588	0.0625	0.347058824	0.352941176	0.410294118	0.411029412	0.394852941	0.555147059	0.492647059	0.327941176	0.623529412	0.066176471	0.273529412	0.347794118	0.238970588	0.422794118	0.558088235	0.413235294	0.533823529	0.508088235	0.563970588	0.453676471	0.636764706	0.497794118	0.401470588	0.324264706	0.517647059	0.230882353	0.272794118	0.563970588
HOTTIP	0.209558824	0.625	0.447794118	0.834558824	0.722794118	0.381617647	0.435294118	0.834558824	0.622794118	0.468382353	0.356617647	0.475735294	0.834558824	0.352941176	0.372794118	0.423529412	0.214705882	0.834558824	0.532352941	0.552205882	0.722794118	0.834558824	0.660294118	0.127941176	0.435294118	0.834558824	0.417647059	0.140441176	0.622058824	0.3	0.468382353	0.447794118	0.539705882	0.523529412	0.658088235	0.559558824	0.2125	0.211764706	0.553676471	0.247794118	0.522794118	0.408088235	0.541176471	0.321323529	0.396323529	0.211764706	0.347058824	0.403676471	0.435294118	1	0.477941176	0.834558824	0.366176471	0.542647059	0.531617647	0.221323529	0.516911765	0.341911765	0.563235294	0.727205882	0.397058824	0.354411765	0.186029412	0.374264706	0.4375	0.453676471	0.259558824	0.286029412	0.55	0.163970588	0.095588235	0.509558824	0.451470588	0.722794118	0.211764706	0.3625	0.351470588	0.333823529	0.453676471	0.622794118	0.684558824	0.325	0.691176471	0.606617647	0.115441176	0.834558824	0.549264706	0.606617647	0.375735294	0.357352941	0.430147059	0.552941176	0.141911765	0.388970588	0.094117647	0.4375	0.374264706	0.368382353	0.3125	0.430147059	0.496323529	0.189705882	0.125	0.280882353	0.451470588	0.834558824	0.316176471	0.311764706	0.622058824	0.489705882	0.227941176	0.481617647	0.277941176	0.411029412	0.834558824
HULC	0.297058824	0.263970588	0.502941176	0.622058824	0.463235294	0.017647059	0.447794118	0.622058824	0.633823529	0.123529412	0.036764706	0.433088235	0.622058824	0.283823529	0.102941176	0.008823529	0.291911765	0.622058824	0.531617647	0.324264706	0.651470588	0.622058824	0.015441176	0.200735294	0.291911765	0.622058824	0.035294118	0.334558824	0.436764706	0.491176471	0.296323529	0.355882353	0.020588235	0.343382353	0.339705882	0.369852941	0.052941176	0.030882353	0.385294118	0.128676471	0.2	0.132352941	0.222794118	0.303676471	0.400735294	0.211764706	0.102941176	0.202205882	0.398529412	0.477941176	1	0.622058824	0.074264706	0.554411765	0.366176471	0.013235294	0.052941176	0.204411765	0.507352941	0.55	0.086029412	0.310294118	0.325	0.350735294	0.274264706	0.228676471	0.341176471	0.017647059	0.225735294	0.316911765	0.002205882	0.038235294	0.246323529	0.651470588	0.211029412	0.280882353	0.139705882	0.165441176	0.052941176	0.504411765	0.054411765	0.384558824	0.355882353	0.105882353	0.121323529	0.622058824	0.217647059	0.138235294	0.086029412	0.130882353	0.286029412	0.190441176	0.230147059	0.118382353	0.513235294	0.353676471	0.029411765	0.331617647	0.153676471	0.145588235	0.133823529	0.259558824	0.398529412	0.1125	0.274264706	0.622058824	0.233088235	0.210294118	0.515441176	0.697058824	0.252941176	0.301470588	0.127205882	0.308823529	0.622058824
HYMAI	0.563235294	0.505147059	0.602941176	1	0.911764706	0.511764706	0.563970588	1	0.835294118	0.505882353	0.511764706	0.541176471	1	0.567647059	0.511764706	0.514705882	0.544852941	1	0.768382353	0.547794118	0.911764706	1	0.510294118	0.508823529	0.502205882	1	0.506617647	0.541176471	0.834558824	0.5125	0.510294118	0.602941176	0.502205882	0.529411765	0.717647059	0.507352941	0.515441176	0.565441176	0.501470588	0.513970588	0.664705882	0.5	0.513970588	0.533823529	0.510294118	0.565441176	0.508823529	0.513235294	0.563970588	0.834558824	0.622058824	1	0.576470588	0.663235294	0.767647059	0.511029412	0.588235294	0.508823529	0.5875	0.661764706	0.534558824	0.603676471	0.5	0.511764706	0.504411765	0.595588235	0.542647059	0.528676471	0.527205882	0.511029412	0.519852941	0.589705882	0.711029412	0.911764706	0.534558824	0.588235294	0.502205882	0.509558824	0.713235294	0.835294118	0.552205882	0.541176471	0.713235294	0.664705882	0.549264706	1	0.5	0.544852941	0.511029412	0.513970588	0.503676471	0.622058824	0.536764706	0.507352941	0.518382353	0.517647059	0.516176471	0.527941176	0.506617647	0.5	0.565441176	0.522058824	0.518382353	0.544117647	0.711029412	1	0.522794118	0.501470588	0.834558824	0.533823529	0.530147059	0.529411765	0.544852941	0.5	1
